pl_name,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
Kepler-84 e,1,5,0,27.43438900,0.181000,2.600,0.232,7.27000,0.02290,2.270000,0.000000,48.29,672,0,6031.00,1.17,1.06,-0.070,0.212,4.32,3.980,1.83938,,,
Kepler-84 f,1,5,0,44.55216900,0.250000,2.200,0.196,5.48000,0.01720,2.830000,0.000000,25.30,572,0,6031.00,1.17,1.06,-0.070,0.212,4.32,3.980,1.36354,,,
Kepler-840 b,1,1,0,2.49577962,0.035500,17.070,1.523,43000.00000,135.00000,47.500000,0.000000,2258.80,1408,0,5920.00,1.06,1.04,0.000,0.398,4.41,3.890,0.42192,,,
Kepler-841 b,1,1,0,124.41983980,0.479000,5.230,0.467,23.80000,0.07490,0.914000,0.000000,1.65,416,0,5324.00,0.81,0.85,-0.090,-0.362,4.56,4.470,25.36857,,,
Kepler-842 b,1,1,0,1.21956827,0.020400,1.600,0.143,3.19000,0.01000,4.280000,0.000000,588.95,1252,0,4848.00,0.73,0.78,-0.020,-0.612,4.60,4.370,2.76789,,,
Kepler-843 b,1,1,0,2.05387982,0.031300,2.590,0.231,7.22000,0.02270,2.280000,0.000000,890.33,1523,0,5830.00,1.03,1.02,0.050,-0.047,4.42,4.170,1.79475,,,
Kepler-844 b,1,1,0,2.61302086,0.029800,1.680,0.150,3.46000,0.01090,4.010000,0.000000,89.65,713,0,4128.00,0.57,0.59,-0.240,-0.921,4.70,3.800,0.58510,,,
Kepler-845 b,1,1,0,0.92785982,0.017000,2.040,0.182,4.82000,0.01520,3.120000,0.000000,772.50,1361,0,4913.00,0.75,0.79,0.010,-0.605,4.59,4.790,0.55664,,,
Kepler-846 b,1,1,0,19.80792185,0.139900,2.480,0.221,6.71000,0.02110,2.420000,0.000000,35.28,624,0,5579.00,0.91,0.94,0.000,-0.217,4.50,4.370,3.89592,,,
Kepler-847 b,1,1,0,2.34323190,0.031500,1.180,0.105,1.76000,0.00553,5.890000,0.000000,292.31,1054,0,4940.00,0.77,0.83,0.150,-0.507,4.58,3.890,2.42571,,,
Kepler-848 b,1,1,0,6.91134416,0.072000,1.700,0.152,3.53000,0.01110,3.950000,0.000000,794.78,1086,0,5695.00,1.20,1.01,0.150,0.594,4.28,8.320,0.30165,,,
Kepler-849 b,1,1,0,394.62449040,1.108800,7.140,0.637,40.40000,0.12700,0.610000,0.000000,3.12,325,0,6059.00,1.64,1.23,0.120,0.605,4.10,3.980,0.22747,,,-28.54
Kepler-85 b,1,4,0,8.30600000,0.076600,1.970,0.176,4.54000,0.01430,3.260000,0.000000,107.03,809,1,5499.00,1.24,0.92,0.000,-0.212,4.22,4.370,0.11974,,,
Kepler-85 c,1,4,0,12.51300000,0.100700,2.180,0.194,20.90000,0.06600,11.100000,0.000000,61.93,706,1,5499.00,1.24,0.92,0.000,-0.212,4.22,4.370,0.54818,,,
Kepler-85 d,1,4,0,17.91323000,0.130000,1.200,0.107,1.87000,0.00588,5.950000,0.000000,38.39,626,0,5436.00,0.89,0.87,-0.020,-0.212,4.49,0.600,1.58577,,,
Kepler-85 e,1,4,0,25.21675100,0.163000,1.270,0.113,0.60000,0.00189,1.600000,0.000000,24.32,559,0,5436.00,0.89,0.92,0.000,-0.212,4.49,4.370,2.34641,,,
Kepler-850 b,1,1,0,7.19303878,0.074400,1.780,0.159,3.82000,0.01200,3.720000,0.000000,329.28,995,0,5932.00,1.09,1.06,0.030,0.173,4.39,3.890,1.60453,,,
Kepler-851 b,1,1,0,8.50699658,0.080200,1.680,0.150,3.46000,0.01090,4.010000,0.000000,103.83,900,0,5455.00,0.85,0.89,-0.070,-0.273,4.53,4.470,0.63776,,,
Kepler-852 b,1,1,0,44.93098040,0.265400,2.540,0.227,6.99000,0.02200,2.340000,0.000000,92.13,565,1,6100.00,1.16,1.19,0.220,0.827,4.38,1.480,0.98558,,,
Kepler-853 b,1,1,0,7.16892463,0.077900,1.690,0.151,3.50000,0.01100,3.980000,0.000000,499.30,1187,0,6350.00,1.55,1.30,0.070,0.510,4.17,2.690,0.55852,,,-17.81
Kepler-854 b,1,1,0,2.14463285,0.033400,16.720,1.492,42000.00000,132.00000,49.400000,0.000000,7282.96,1736,0,6179.00,1.27,1.17,0.040,0.832,4.29,3.020,0.04677,,,
Kepler-855 b,1,1,0,7.88663110,0.076200,8.350,0.745,52.70000,0.16600,0.497000,0.000000,405.18,996,0,5835.00,1.03,1.03,0.060,0.333,4.42,4.170,0.58262,,,
Kepler-856 b,1,1,0,8.02768059,0.078700,9.300,0.830,63.30000,0.19900,0.432000,0.000000,153.50,824,0,5535.00,0.93,0.96,0.120,-0.022,4.49,4.270,1.79327,,,
Kepler-857 b,1,1,0,85.35129427,0.375100,6.800,0.607,37.20000,0.11700,0.650000,0.000000,5.75,390,0,5773.00,0.99,0.99,0.020,-0.071,4.45,4.270,2.76360,,,
Kepler-858 b,1,1,0,76.13602028,0.340300,4.870,0.434,21.10000,0.06640,1.000000,0.000000,6.34,399,0,5653.00,0.91,0.96,-0.040,-0.113,4.50,3.390,1.47064,,,-24.76
Kepler-859 b,1,1,0,20.38177573,0.134500,3.090,0.276,9.75000,0.03070,1.820000,0.000000,14.90,528,0,5020.00,0.77,0.81,-0.020,-0.556,4.59,4.570,3.65406,,,
Kepler-860 b,1,1,0,5.10137945,0.058000,3.240,0.289,10.60000,0.03320,1.710000,0.000000,233.62,1050,0,5836.00,1.06,1.04,0.090,-0.157,4.40,4.270,2.67226,,,
Kepler-861 b,1,1,0,3.94963138,0.046300,2.280,0.203,5.82000,0.01830,2.700000,0.000000,197.29,966,0,5047.00,0.78,0.82,0.010,-0.427,4.58,4.470,7.44905,,,
Kepler-862 b,1,1,0,3.14866453,0.039000,2.210,0.197,5.52000,0.01740,2.810000,0.000000,547.29,1097,0,5333.00,0.84,0.88,0.040,-0.103,4.54,4.790,1.23727,,,
Kepler-863 b,1,1,0,15.59461874,0.122000,2.900,0.259,8.75000,0.02750,1.970000,0.000000,117.83,718,0,5678.00,0.95,0.96,-0.030,0.215,4.46,3.800,0.99953,,,
